tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.8016942630125093,24050.82789037528,5.206836521939785,15.0,3.959485652278133,0,0,8.6767217739585
1,0.8033883436161169,24101.650308483506,5.2086360418978455,15.0,3.9687143432816083,0,0,8.6767217739585
2,0.8050817849456805,24152.453548370417,5.211463230505736,15.0,3.9832133489491452,0,0,8.6767217739585
3,0.8067741303254894,24203.22390976468,5.215317250006456,15.0,4.002978372912446,0,0,8.6767217739585
4,0.8084649234045856,24253.947702137568,5.220196958370852,15.0,4.028003558368349,0,0,8.6767217739585
5,0.8101537082919916,24304.61124875975,5.2261009096360205,15.0,4.058281489814314,0,0,8.6767217739585
6,0.8118400296918007,24355.200890754022,5.233027354333787,15.0,4.093803195245805,0,0,8.6767217739585
7,0.8135234330380904,24405.702991142713,5.240974240009099,15.0,4.1345581488148815,0,0,8.6767217739585
8,0.8152034646296207,24456.10393888862,5.2499392118282255,15.0,4.180534273949233,0,0,8.6767217739585
9,0.8168796717642749,24506.39015292825,5.259919613276537,15.0,4.23171794693074,0,0,8.6767217739585
10,0.818551602873206,24556.54808619618,5.2709124869456865,15.0,4.288094000932462,0,0,8.6767217739585
11,0.820218807654645,24606.564229639353,5.282914575409964,15.0,4.349645730512902,0,0,8.6767217739585
12,0.8218808372073365,24656.425116220096,5.2959223221915295,15.0,4.416354896566197,0,0,8.6767217739585
13,0.8235372441635564,24706.117324906692,5.30993187281428,15.0,4.488201731726736,0,0,8.6767217739585
14,0.8251875828216776,24755.62748465033,5.324939075946019,15.0,4.565164946226682,0,0,8.6767217739585
15,0.8268314092782407,24804.942278347222,5.340939484628572,15.0,4.647221734204576,0,0,8.6767217739585
16,0.8284682815594923,24854.048446784767,5.357928357595533,15.0,4.734347780463212,0,0,8.6767217739585
17,0.8300977597523508,24902.932792570522,5.37590066067719,15.0,4.826517267674746,0,0,8.6767217739585
18,0.8317194061347628,24951.582184042883,5.394851068292265,15.0,4.92370288403094,0,0,8.6767217739585
19,0.8333327853054094,24999.983559162283,5.414773965026002,15.0,5.0258758313362275,0,0,8.6767217739585
20,0.8349374643127251,25048.123929381753,5.435663447294123,15.0,5.133005833541252,0,0,8.6767217739585
21,0.8365330127831901,25095.990383495704,5.457513325092204,15.0,5.245061145714302,0,0,8.6767217739585
22,0.8381190030488604,25143.570091465812,5.480317123829891,15.0,5.362008563448033,0,0,8.6767217739585
23,0.8396950102740938,25190.850308222813,5.504068086249475,15.0,5.483813432698636,0,0,8.6767217739585
24,0.8412606125814386,25237.818377443156,5.528759174428199,15.0,5.610439660054585,0,0,8.6767217739585
25,0.8428153911766448,25284.461735299345,5.554383071863764,15.0,5.741849723431903,0,0,8.6767217739585
26,0.8443589304727621,25330.767914182863,5.580932185642346,15.0,5.878004683192741,0,0,8.6767217739585
