tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.8016507017822193,24049.52105346658,6.47153638248844,15.0,4.001622700429246,0,0,10.784229618943941
1,0.8033012033121528,24099.036099364585,6.473772991767517,15.0,4.010949603632825,0,0,10.784229618943941
2,0.8049510375346707,24148.53112604012,6.4772868823725,15.0,4.025602908457779,0,0,10.784229618943941
3,0.806599737592381,24197.99212777143,6.482077013061764,15.0,4.0455782728136445,0,0,10.784229618943941
4,0.808246836963969,24247.405108919073,6.488141964416211,15.0,4.0708697775688565,0,0,10.784229618943941
5,0.809891869602438,24296.75608807314,6.495479939259858,15.0,4.1014699283047245,0,0,10.784229618943941
6,0.8115343700732088,24346.031102196266,6.504088763192396,15.0,4.13736965753618,0,0,10.784229618943941
7,0.8131738736920384,24395.21621076115,6.513965885233497,15.0,4.1785583273986715,0,0,10.784229618943941
8,0.8148099166627152,24444.297499881457,6.525108378578736,15.0,4.225023732800391,0,0,10.784229618943941
9,0.816442036214493,24493.261086434788,6.5375129414668605,15.0,4.276752105038916,0,0,10.784229618943941
10,0.8180697707392187,24542.09312217656,6.5511758981581725,15.0,4.333728115881163,0,0,10.784229618943941
11,0.8196926599281176,24590.779797843526,6.566093200023736,15.0,4.395934882105474,0,0,10.784229618943941
12,0.8213102449081927,24639.30734724578,6.582260426745064,15.0,4.463353970504487,0,0,10.784229618943941
13,0.8229220683781981,24687.662051345946,6.599672787623963,15.0,4.535965403347284,0,0,10.784229618943941
14,0.8245276747441485,24735.830242324453,6.618325123002117,15.0,4.613747664299231,0,0,10.784229618943941
15,0.8261266102543197,24783.79830762959,6.638211905789999,15.0,4.696677704797731,0,0,10.784229618943941
16,0.8277184231337069,24831.552694011207,6.659327243104681,15.0,4.784730950882005,0,0,10.784229618943941
17,0.8293026637178941,24879.07991153682,6.681664878016008,15.0,4.877881310474896,0,0,10.784229618943941
18,0.8308788845862997,24926.36653758899,6.705218191400668,15.0,4.976101181114506,0,0,10.784229618943941
19,0.8324466406947572,24973.399220842715,6.7299802039035885,15.0,5.079361458133407,0,0,10.784229618943941
20,0.8340054895073911,25020.16468522173,6.755943578006053,15.0,5.187631543282978,0,0,10.784229618943941
21,0.8355549911277497,25066.64973383249,6.783100620199981,15.0,5.300879353800329,0,0,10.784229618943941
22,0.8370947084291566,25112.841252874696,6.811443283267671,15.0,5.419071331915117,0,0,10.784229618943941
23,0.8386242071842395,25158.726215527186,6.840963168666376,15.0,5.5421724547934375,0,0,10.784229618943941
24,0.8401430561936026,25204.29168580808,6.8716515290169555,15.0,5.670146244915832,0,0,10.784229618943941
25,0.8416508274135993,25249.52482240798,6.903499270695935,15.0,5.802954780886399,0,0,10.784229618943941
26,0.8431470960831712,25294.412882495137,6.936496956530117,15.0,5.940558708669677,0,0,10.784229618943941
27,0.8446314408497135,25338.943225491406,6.970634808593045,15.0,6.082917253252132,0,0,10.784229618943941
28,0.8461034438939318,25383.103316817953,7.005902711102399,15.0,6.229988230724662,0,0,10.784229618943941
29,0.8475626910536497,25426.88073160949,7.042290213417517,15.0,6.38172806078258,0,0,10.784229618943941
30,0.8490087719465351,25470.263158396054,7.079786533136161,15.0,6.538091779639428,0,0,10.784229618943941
31,0.8504412800917049,25513.238402751147,7.118380559289558,15.0,6.699033053350709,0,0,10.784229618943941
32,0.8518598130301739,25555.794390905216,7.158060855634831,15.0,6.864504191543617,0,0,10.784229618943941
33,0.8532639724441122,25597.919173323367,7.198815664043807,15.0,7.0344561615487535,0,0,10.784229618943941
34,0.8546533642748759,25639.600928246276,7.240632907987191,15.0,7.208838602929541,0,0,10.784229618943941
35,0.8560275988397742,25680.827965193224,7.28350019611311,15.0,7.387599842405107,0,0,10.784229618943941
36,0.8573862909475413,25721.58872842624,7.3274048259189435,15.0,7.570686909162227,0,0,10.784229618943941
37,0.8587290600124773,25761.87180037432,7.372333787515339,15.0,7.758045550551668,0,0,10.784229618943941
38,0.8600555301672232,25801.665905016696,7.418273767481331,15.0,7.949620248164461,0,0,10.784229618943941
39,0.861365330374139,25840.95991122417,7.4652111528093865,15.0,8.145354234283175,0,0,10.784229618943941
40,0.8626580945352499,25879.742836057496,7.513132034939243,15.0,8.345189508703445,0,0,10.784229618943941
41,0.863933461600729,25918.00384802187,7.562022213879309,15.0,8.54906685592066,0,0,10.784229618943941
42,0.8651910756758848,25955.732270276545,7.611867202414425,15.0,8.756925862676805,0,0,10.784229618943941
43,0.8664305861266194,25992.917583798582,7.6626522303987485,15.0,8.968704935862213,0,0,10.784229618943941
44,0.8676516476833299,26029.549430499897,7.7143622491324555,15.0,9.184341320766936,0,0,10.784229618943941
45,0.8688539205432187,26065.617616296564,7.766981935821001,15.0,9.403771119676303,0,0,10.784229618943941
46,0.8700370704709847,26101.11211412954,7.820495698115595,15.0,9.626929310805231,0,0,10.784229618943941
47,0.8712007688978639,26136.02306693592,7.874887678733546,15.0,9.853749767565521,0,0,10.784229618943941
48,0.8723446930189926,26170.34079056978,7.930141760157124,15.0,10.084165278160665,0,0,10.784229618943941
49,0.8734685258890597,26204.05577667179,7.98624156940952,15.0,10.318107565502089,0,0,10.784229618943941
50,0.8745719565162259,26237.158695486778,8.043170482906522,15.0,10.555507307441168,0,0,10.784229618943941
51,0.875654679954277,26269.64039862831,8.10091163138243,15.0,10.79629415731086,0,0,10.784229618943941
52,0.8767163973929856,26301.491921789566,8.159447904888802,15.0,11.040396764770946,0,0,10.784229618943941
53,0.8777568162466548,26332.704487399646,8.218761957864475,15.0,11.287742796950663,0,0,10.784229618943941
54,0.8787756502408189,26363.26950722457,8.278836214275454,15.0,11.538258959882521,0,0,10.784229618943941
