tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.8016897131582984,24050.691394748952,5.441596292572917,15.0,3.8612215079697787,0,0,9.067927682751494
1,0.8033792488376108,24101.377465128324,5.443476947187467,15.0,3.8702211668453,0,0,9.067927682751494
2,0.8050681529881681,24152.044589645044,5.446431604777018,15.0,3.884360344870976,0,0,9.067927682751494
3,0.806755971747337,24202.67915242011,5.45045938981276,15.0,3.903634852303205,0,0,9.067927682751494
4,0.8084422515741091,24253.267547223273,5.455559108775059,15.0,3.9280389776894564,0,0,9.067927682751494
5,0.8101265393834947,24303.79618150484,5.461729250507127,15.0,3.9575654895606966,0,0,9.067927682751494
6,0.8118083826807818,24354.251480423456,5.468967986662807,15.0,3.992205638574225,0,0,9.067927682751494
7,0.8134873296956205,24404.619890868616,5.477273172248347,15.0,4.031949160106292,0,0,9.067927682751494
8,0.8151629295158916,24454.88788547675,5.48664234625802,15.0,4.076784277293729,0,0,9.067927682751494
9,0.816834732221322,24505.04196663966,5.497072732403367,15.0,4.126697704523697,0,0,9.067927682751494
10,0.8185022890168054,24555.068670504163,5.50856123993586,15.0,4.181674651370486,0,0,9.067927682751494
11,0.8201651523653906,24604.954570961716,5.5211044645627805,15.0,4.241698826978244,0,0,9.067927682751494
12,0.8218228761208958,24654.686283626874,5.534698689455965,15.0,4.306752444888314,0,0,9.067927682751494
13,0.8234750156601116,24704.250469803348,5.549339886353188,15.0,4.376816228309734,0,0,9.067927682751494
14,0.8251211280145525,24753.633840436574,5.56502371675183,15.0,4.451869415831375,0,0,9.067927682751494
15,0.8267607720017177,24802.823160051532,5.5817455331944545,15.0,4.531889767573997,0,0,9.067927682751494
16,0.8283935083558236,24851.805250674708,5.599500380645967,15.0,4.616853571780398,0,0,9.067927682751494
17,0.830018899857967,24900.56699573901,5.618282997961886,15.0,4.706735651841721,0,0,9.067927682751494
18,0.8316365114656828,24949.095343970486,5.638087819447335,15.0,4.80150937375783,0,0,9.067927682751494
19,0.833245910441857,24997.37731325571,5.658908976506291,15.0,4.901146654029539,0,0,9.067927682751494
20,0.8348466664829551,25045.399994488653,5.680740299380556,15.0,5.005617967980351,0,0,9.067927682751494
21,0.8364383518465309,25093.15055539593,5.703575318978004,15.0,5.1148923585052675,0,0,9.067927682751494
22,0.838020541477976,25140.61624433928,5.727407268789508,15.0,5.228937445244046,0,0,9.067927682751494
23,0.8395928131364719,25187.784394094157,5.7522290868940065,15.0,5.347719434176189,0,0,9.067927682751494
24,0.84115474752011,25234.6424256033,5.778033418051091,15.0,5.471203127634844,0,0,9.067927682751494
25,0.8427059283901388,25281.177851704164,5.804812615880543,15.0,5.599351934736655,0,0,9.067927682751494
26,0.8442459426943055,25327.378280829165,5.832558745128097,15.0,5.732127882224387,0,0,9.067927682751494
27,0.8457743806892515,25373.231420677545,5.86126358401685,15.0,5.8694916257192675,0,0,9.067927682751494
28,0.8472908360619285,25418.725081857854,5.890918626683539,15.0,6.011402461379549,0,0,9.067927682751494
29,0.8487949060499976,25463.84718149993,5.921515085699009,15.0,6.157818337961933,0,0,9.067927682751494
30,0.8502861915611771,25508.585746835313,5.953043894672133,15.0,6.308695869282274,0,0,9.067927682751494
31,0.8517642972915013,25552.928918745038,5.9854957109363625,15.0,6.463990347071842,0,0,9.067927682751494
32,0.8532288318424581,25596.864955273744,6.018860918318169,15.0,6.623655754225338,0,0,9.067927682751494
33,0.8546794078369689,25640.382235109068,6.05312962998653,15.0,6.787644778436759,0,0,9.067927682751494
34,0.8561156420341764,25683.469261025293,6.0882916913825955,15.0,6.955908826219061,0,0,9.067927682751494
35,0.8575371554430076,25726.114663290227,6.124336683228714,15.0,7.128398037303443,0,0,9.067927682751494
36,0.8589435734344765,25768.307203034296,6.161253924615889,15.0,7.305061299414051,0,0,9.067927682751494
37,0.8603345258526954,25810.03577558086,6.199032476168757,15.0,7.485846263413607,0,0,9.067927682751494
38,0.8617096471245593,25851.28941373678,6.2376611432871645,15.0,7.6706993588156225,0,0,9.067927682751494
39,0.8630685763680741,25892.057291042223,6.27712847946337,15.0,7.85956580965847,0,0,9.067927682751494
40,0.8644109574992926,25932.32872497878,6.3174227896738895,15.0,8.052389650736693,0,0,9.067927682751494
41,0.8657364393378308,25972.093180134925,6.358532133844986,15.0,8.249113744184708,0,0,9.067927682751494
42,0.8670446757109297,26011.340271327892,6.400444330390767,15.0,8.449679796407965,0,0,9.067927682751494
43,0.8683353255560337,26050.05976668101,6.443146959822859,15.0,8.65402837535662,0,0,9.067927682751494
44,0.8696080530218552,26088.241590655656,6.486627368430563,15.0,8.862098928136534,0,0,9.067927682751494
45,0.8708625275678945,26125.875827036834,6.530872672030422,15.0,9.07382979895238,0,0,9.067927682751494
46,0.8720984240623857,26162.95272187157,6.57586975978409,15.0,9.289158247377618,0,0,9.067927682751494
47,0.8733154228786407,26199.46268635922,6.621605298083349,15.0,9.5080204669458,0,0,9.067927682751494
48,0.8745132099897612,26235.39629969284,6.668065734501145,15.0,9.730351604057844,0,0,9.067927682751494
49,0.8756914770616918,26270.744311850754,6.715237301807472,15.0,9.956085777199519,0,0,9.067927682751494
50,0.876849921544586,26305.49764633758,6.763106022048887,15.0,10.18515609646358,0,0,9.067927682751494
51,0.8779882467624581,26339.647402873743,6.811657710690495,15.0,10.417494683370691,0,0,9.067927682751494
52,0.8791061620010951,26373.184860032856,6.860877980819119,15.0,10.653032690983274,0,0,9.067927682751494
53,0.8802033825942013,26406.10147782604,6.910752247406458,15.0,10.891700324306342,0,0,9.067927682751494
54,0.8812796300077508,26438.388900232523,6.9612657316309505,15.0,11.13342686096928,0,0,9.067927682751494
55,0.8823346319225235,26470.038957675704,7.012403465257048,15.0,11.37814067218238,0,0,9.067927682751494
56,0.8833681223147996,26501.043669443985,7.064150295070634,15.0,11.625769243962027,0,0,9.067927682751494
57,0.8843798415351868,26531.395246055603,7.116490887369248,15.0,11.87623919861814,0,0,9.067927682751494
