tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.8017573248814731,24052.719746444192,5.391121028305339,15.0,1.883345076998401,0,0,8.98381522355071
1,0.8035146265319587,24105.438795958762,5.392984238307395,15.0,1.887734740529202,0,0,8.98381522355071
2,0.8052715389895313,24158.14616968594,5.395911489026862,15.0,1.8946312501628753,0,0,8.98381522355071
3,0.8070276964075918,24210.830892227754,5.399901913056169,15.0,1.904032562314776,0,0,8.98381522355071
4,0.8087827331632754,24263.481994898262,5.404954327946562,15.0,1.9159358911732167,0,0,8.98381522355071
5,0.8105362839657937,24316.08851897381,5.411067236558466,15.0,1.9303377095249625,0,0,8.98381522355071
6,0.8122879839646786,24368.63951894036,5.418238827505134,15.0,1.9472337498004197,0,0,8.98381522355071
7,0.8140374688578949,24421.124065736847,5.42646697568939,15.0,1.9666190053382082,0,0,8.98381522355071
8,0.815784374999791,24473.531249993728,5.435749242933349,15.0,1.9884877318687422,0,0,8.98381522355071
9,0.817528339508855,24525.850185265648,5.446082878700903,15.0,2.012833449216387,0,0,8.98381522355071
10,0.8192690003752442,24578.070011257325,5.457464820912751,15.0,2.0396489432196674,0,0,8.98381522355071
11,0.8210059965680565,24630.179897041697,5.469891696853777,15.0,2.0689262678689846,0,0,8.98381522355071
12,0.8227389681423122,24682.169044269365,5.483359824172443,15.0,2.1006567476611906,0,0,8.98381522355071
13,0.824467556345612,24734.02669036836,5.49786521197196,15.0,2.1348309801703205,0,0,8.98381522355071
14,0.8261914037244447,24785.74211173334,5.513403561992871,15.0,2.1714388388337422,0,0,8.98381522355071
15,0.8279101542301075,24837.304626903224,5.529970269886718,15.0,2.210469475952872,0,0,8.98381522355071
16,0.8296234533242113,24888.703599726337,5.547560426580416,15.0,2.2519113259075816,0,0,8.98381522355071
17,0.8313309480837376,24939.92844251213,5.566168819730909,15.0,2.295752108583341,0,0,8.98381522355071
18,0.8330322873056177,24990.968619168532,5.585789935269702,15.0,2.3419788330100806,0,0,8.98381522355071
19,0.8347271216108015,25041.813648324045,5.606417959036807,15.0,2.3905778012116996,0,0,8.98381522355071
20,0.8364151035477859,25092.45310643358,5.628046778503589,15.0,2.441534612265068,0,0,8.98381522355071
21,0.8380958876955729,25142.876630867187,5.650669984584054,15.0,2.4948341665673315,0,0,8.98381522355071
22,0.8397691307660243,25193.07392298073,5.674280873533989,15.0,2.5504606703102537,0,0,8.98381522355071
23,0.8414344917055859,25243.03475116758,5.698872448937436,15.0,2.6083976401602573,0,0,8.98381522355071
24,0.8430916317963495,25292.748953890485,5.724437423779872,15.0,2.6686279081427897,0,0,8.98381522355071
25,0.844740214756421,25342.20644269263,5.750968222607516,15.0,2.7311336267295774,0,0,8.98381522355071
26,0.8463799068395694,25391.397205187084,5.77845698377209,15.0,2.795896274127214,0,0,8.98381522355071
27,0.8480103769341225,25440.311308023676,5.806895561760407,15.0,2.862896659765587,0,0,8.98381522355071
28,0.8496312966610818,25488.938899832454,5.836275529608056,15.0,2.9321149299844462,0,0,8.98381522355071
29,0.8512423404714292,25537.270214142878,5.866588181396487,15.0,3.0035305739164686,0,0,8.98381522355071
30,0.852843185742594,25585.29557227782,5.897824534832781,15.0,3.077122429565083,0,0,8.98381522355071
31,0.8544335128740522,25633.00538622157,5.929975333911274,15.0,3.15286869007522,0,0,8.98381522355071
32,0.8560130053820322,25680.390161460964,5.963031051656329,15.0,3.23074691019515,0,0,8.98381522355071
33,0.8575813499932945,25727.440499798835,5.99698189294538,15.0,3.3107340129275036,0,0,8.98381522355071
34,0.8591382367379627,25774.147102138882,6.031817797411432,15.0,3.3928062963674783,0,0,8.98381522355071
35,0.8606833590413733,25820.500771241197,6.06752844242417,15.0,3.4769394407262224,0,0,8.98381522355071
