tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.801698816223508,24050.96448670524,5.086457397798837,15.0,3.943268446454928,0,0,8.47612085953327
1,0.8033974526848687,24101.923580546063,5.088215313870256,15.0,3.9524593387151756,0,0,8.47612085953327
2,0.8050954540304466,24152.8636209134,5.090977139471844,15.0,3.9668989595585735,0,0,8.47612085953327
3,0.806792365094805,24203.770952844152,5.094742056215071,15.0,3.986583030213829,0,0,8.47612085953327
4,0.8084877310355812,24254.631931067437,5.099508948473853,15.0,4.011505717865989,0,0,8.47612085953327
5,0.8101810974682657,24305.43292404797,5.105276403715136,15.0,4.04165963738483,0,0,8.47612085953327
6,0.8118720106008465,24356.160318025395,5.11204271291746,15.0,4.077035853513224,0,0,8.47612085953327
7,0.8135600173682772,24406.800521048317,5.119805871077378,15.0,4.1176238835148515,0,0,8.47612085953327
8,0.8152446655667306,24457.339967001917,5.128563577803584,15.0,4.163411700280455,0,0,8.47612085953327
9,0.8169255039875954,24507.765119627864,5.138313237998572,15.0,4.214385735891752,0,0,8.47612085953327
10,0.8186020825511802,24558.062476535404,5.149051962627608,15.0,4.270530885641879,0,0,8.47612085953327
11,0.8202739524400804,24608.21857320241,5.160776569574825,15.0,4.3318305125112495,0,0,8.47612085953327
12,0.8219406662321743,24658.21998696523,5.173483584586147,15.0,4.3982664520974755,0,0,8.47612085953327
13,0.8236017780332023,24708.05334099607,5.1871692422987845,15.0,4.469819017997846,0,0,8.47612085953327
14,0.825256843608896,24757.70530826688,5.201829487357,15.0,4.546467007642855,0,0,8.47612085953327
15,0.8269054205166138,24807.16261549841,5.217459975613784,15.0,4.628187708578974,0,0,8.47612085953327
16,0.8285470682364465,24856.412047093396,5.234056075418137,15.0,4.714956905198837,0,0,8.47612085953327
17,0.8301813483017532,24905.440449052596,5.251612868987513,15.0,4.8067488859168535,0,0,8.47612085953327
18,0.8318078244290875,24954.234732872625,5.270125153865067,15.0,4.903536450788103,0,0,8.47612085953327
19,0.8334260626474784,25002.781879424354,5.289587444461265,15.0,5.005290919568267,0,0,8.47612085953327
20,0.8350356314270255,25051.068942810765,5.309993973679374,15.0,5.111982140212206,0,0,8.47612085953327
21,0.8366361018067697,25099.083054203093,5.3313386946243755,15.0,5.223578497808656,0,0,8.47612085953327
22,0.8382270475218044,25146.811425654134,5.353615282394795,15.0,5.340046923948417,0,0,8.47612085953327
23,0.8398080451295867,25194.241353887603,5.376817135956914,15.0,5.461352906523231,0,0,8.47612085953327
24,0.8413786741354126,25241.360224062377,5.400937380100778,15.0,5.587460499952456,0,0,8.47612085953327
25,0.8429385171170183,25288.15551351055,5.425968867477496,15.0,5.718332335834543,0,0,8.47612085953327
