tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.8017901426775591,24053.704280326772,4.6631843740194245,15.0,1.6267478487062883,0,0,7.770774677397353
1,0.8035802904458597,24107.40871337579,4.664796003905211,15.0,1.630539440482266,0,0,7.770774677397353
2,0.8053700935169302,24161.102805507908,4.6673280023044645,15.0,1.636496331944791,0,0,7.770774677397353
3,0.8071592022049406,24214.77606614822,4.670779618931412,15.0,1.6446167579383617,0,0,7.770774677397353
4,0.8089472670298216,24268.418010894646,4.675149830997555,15.0,1.6548983122055025,0,0,7.770774677397353
5,0.8107339388208221,24322.018164624664,4.680437343514743,15.0,1.6673379480997914,0,0,7.770774677397353
6,0.8125188688199783,24375.56606459935,4.6866405896789045,15.0,1.6819319794886436,0,0,7.770774677397353
7,0.8143017087854562,24429.051263563684,4.69375773133432,15.0,1.6986760818455935,0,0,7.770774677397353
8,0.8160821110947439,24482.46333284232,4.7017866595183175,15.0,1.7175652935317438,0,0,7.770774677397353
9,0.81785972884766,24535.7918654298,4.710724995086201,15.0,1.7385940172660113,0,0,7.770774677397353
10,0.8196342159691471,24589.02647907441,4.720570089416232,15.0,1.7617560217837158,0,0,7.770774677397353
11,0.821405227311821,24642.15681935463,4.73131902519449,15.0,1.7870444436830408,0,0,7.770774677397353
12,0.8231724187582464,24695.172562747393,4.74296861727932,15.0,1.8144517894588108,0,0,7.770774677397353
13,0.8249354473229054,24748.06341968716,4.75551541364517,15.0,1.8439699377229712,0,0,7.770774677397353
14,0.8266939712538318,24800.819137614955,4.768955696405495,15.0,1.8755901416111382,0,0,7.770774677397353
15,0.8284476501338798,24853.429504016392,4.783285482914446,15.0,1.9093030313744808,0,0,7.770774677397353
16,0.8301961449815964,24905.884349447893,4.798500526947021,15.0,1.9450986171561773,0,0,7.770774677397353
17,0.8319391183516697,24958.17355055009,4.814596319957304,15.0,1.9829662919516293,0,0,7.770774677397353
18,0.8336762344349202,25010.287033047607,4.831568092414449,15.0,2.0228948347515434,0,0,7.770774677397353
19,0.8354071591578095,25062.214774734286,4.849410815216,15.0,2.064872413866959,0,0,7.770774677397353
20,0.8371315602814325,25113.946808442975,4.868119201178111,15.0,2.108886590435234,0,0,7.770774677397353
21,0.8388491074999676,25165.473224999027,4.887687706602261,15.0,2.1549243221059475,0,0,7.770774677397353
22,0.8405594725385529,25216.784176156587,4.90811053291797,15.0,2.202971966905631,0,0,7.770774677397353
23,0.8422623292505619,25267.869877516856,4.929381628401042,15.0,2.253015287280176,0,0,7.770774677397353
24,0.8439573537142467,25318.7206114274,4.951494689966814,15.0,2.3050394543137314,0,0,7.770774677397353
25,0.8456442243287241,25369.326729861725,4.9744431650379095,15.0,2.359029052122834,0,0,7.770774677397353
26,0.8473226219092722,25419.678657278168,4.998220253485891,15.0,2.4149680824244593,0,0,7.770774677397353
27,0.848992229781912,25469.76689345736,5.022818909646304,15.0,2.4728399692766674,0,0,7.770774677397353
28,0.8506527338772445,25519.582016317334,5.048231844406445,15.0,2.532627563990408,0,0,7.770774677397353
29,0.8523038228235165,25569.114684705495,5.074451527365286,15.0,2.5943131502110424,0,0,7.770774677397353
30,0.8539451880388867,25618.355641166603,5.101470189064902,15.0,2.6578784491680896,0,0,7.770774677397353
31,0.8555765238228651,25667.29571468595,5.129279823292721,15.0,2.723304625091619,0,0,7.770774677397353
32,0.8571975274468985,25715.925823406953,5.157872189453936,15.0,2.790572290793691,0,0,7.770774677397353
33,0.8588078992440757,25764.23697732227,5.1872388150133855,15.0,2.859661513413204,0,0,7.770774677397353
34,0.8604073426979257,25812.22028093777,5.21737099800613,15.0,2.9305518203224272,0,0,7.770774677397353
35,0.8619955645302809,25859.866935908427,5.248259809616041,15.0,3.0032222051934836,0,0,7.770774677397353
36,0.8635722747881827,25907.16824364548,5.2798960968216075,15.0,3.0776511342229846,0,0,7.770774677397353
37,0.8651371869298002,25954.115607894008,5.312270485108159,15.0,3.1538165525129482,0,0,7.770774677397353
38,0.8666900179093393,26000.70053728018,5.345373381245754,15.0,3.2316958906061517,0,0,7.770774677397353
39,0.8682304882609146,26046.914647827438,5.379194976131844,15.0,3.3112660711739426,0,0,7.770774677397353
40,0.8697583221813617,26092.749665440853,5.413725247697936,15.0,3.3925035158545547,0,0,7.770774677397353
41,0.8712732476119637,26138.19742835891,5.448953963879342,15.0,3.475384152239883,0,0,7.770774677397353
42,0.8727749963190673,26183.24988957202,5.484870685647158,15.0,3.559883421008653,0,0,7.770774677397353
43,0.8742633039735671,26227.899119207013,5.521464770101578,15.0,3.6459762832038867,0,0,7.770774677397353
44,0.8757379102292316,26272.13730687695,5.558725373625614,15.0,3.73363722765248,0,0,7.770774677397353
45,0.8771985587998495,26315.956763995488,5.596641455098291,15.0,3.822840278524712,0,0,7.770774677397353
46,0.878644997535173,26359.34992605519,5.635201779166373,15.0,3.913559003031455,0,0,7.770774677397353
47,0.8800769784956346,26402.309354869038,5.674394919573638,15.0,4.0057665192567615,0,0,7.770774677397353
48,0.8814942580258182,26444.827740774545,5.714209262546728,15.0,4.0994355041235755,0,0,7.770774677397353
49,0.8828965968266581,26486.89790479974,5.754633010236556,15.0,4.194538201490137,0,0,7.770774677397353
50,0.8842837600263497,26528.51280079049,5.795654184214262,15.0,4.291046430374735,0,0,7.770774677397353
51,0.8856555172499463,26569.66551749839,5.83726062902069,15.0,4.38893159330633,0,0,7.770774677397353
52,0.8870116426876246,26610.349280628736,5.879440015768305,15.0,4.488164684798612,0,0,7.770774677397353
53,0.8883519151615964,26650.55745484789,5.922179845794504,15.0,4.588716299944945,0,0,7.770774677397353
54,0.8896761181916493,26690.283545749477,5.9654674543652515,15.0,4.690556643131683,0,0,7.770774677397353
55,0.8909840400592934,26729.521201778804,6.009290014427904,15.0,4.7936555368672416,0,0,7.770774677397353
56,0.8922754738704994,26768.26421611498,6.053634540412147,15.0,4.897982430724351,0,0,7.770774677397353
57,0.8935502176170039,26806.50652851012,6.098487892077897,15.0,5.003506410392804,0,0,7.770774677397353
58,0.8948080742361708,26844.242227085124,6.143836778409043,15.0,5.11019620684003,0,0,7.770774677397353
59,0.8960488516693836,26881.46555008151,6.1896677615518545,15.0,5.218020205576787,0,0,7.770774677397353
60,0.8972723629189578,26918.170887568736,6.235967260796913,15.0,5.326946456025217,0,0,7.770774677397353
61,0.8984784261035514,26954.352783106544,6.282721556603368,15.0,5.4369426809864905,0,0,7.770774677397353
62,0.8996668645120607,26990.00593536182,6.32991679466433,15.0,5.547976286205239,0,0,7.770774677397353
63,0.9008375066559832,27025.125199679496,6.377538990012206,15.0,5.6600143700279375,0,0,7.770774677397353
64,0.9019901863202342,27059.705589607027,6.425574031162743,15.0,5.773023733152366,0,0,7.770774677397353
65,0.9031247426123993,27093.742278371978,6.474007684296566,15.0,5.8869708884652905,0,0,7.770774677397353
66,0.90424102001041,27127.230600312298,6.52282559747697,15.0,6.001822070965408,0,0,7.770774677397353
67,0.9053388684086289,27160.166052258865,6.5720133049027005,15.0,6.117543247768656,0,0,7.770774677397353
68,0.9064181431623288,27192.544294869866,6.621556231194491,15.0,6.234100128192878,0,0,7.770774677397353
69,0.9074787051305548,27224.361153916645,6.671439695714056,15.0,6.351458173918901,0,0,7.770774677397353
70,0.9085204207173535,27255.612621520606,6.721648916914287,15.0,6.469582609224984,0,0,7.770774677397353
71,0.9095431619113613,27286.29485734084,6.772169016719337,15.0,6.588438431291609,0,0,7.770774677397353
72,0.9105468063237366,27316.4041897121,6.82298502493332,15.0,6.70799042057358,0,0,7.770774677397353
73,0.9115312372244266,27345.9371167328,6.874081883676306,15.0,6.82820315123633,0,0,7.770774677397353
74,0.9124963435767566,27374.890307302696,6.925444451846285,15.0,6.94904100165336,0,0,7.770774677397353
75,0.9134420200703323,27403.260602109967,6.977057509605817,15.0,7.0704681649616985,0,0,7.770774677397353
76,0.9143681671522462,27431.045014567386,7.028905762891984,15.0,7.192448659672243,0,0,7.770774677397353
77,0.9152746910565769,27458.240731697308,7.080973847948362,15.0,7.314946340331854,0,0,7.770774677397353
78,0.916161503832174,27484.84511496522,7.133246335877628,15.0,7.43792490823404,0,0,7.770774677397353
79,0.91702852336872,27510.8557010616,7.185707737213472,15.0,7.561347922175035,0,0,7.770774677397353
80,0.917875673421061,27536.27020263183,7.238342506510473,15.0,7.685178809252118,0,0,7.770774677397353
81,0.9187028836318005,27561.086508954017,7.291135046950535,15.0,7.809380875700964,0,0,7.770774677397353
82,0.9195100895521475,27585.302686564424,7.344069714964569,15.0,7.933917317768781,0,0,7.770774677397353
83,0.9202972326610133,27608.9169798304,7.397130824868019,15.0,8.05875123262007,0,0,7.770774677397353
84,0.9210642603823538,27631.927811470614,7.450302653508868,15.0,8.183845629271719,0,0,7.770774677397353
85,0.9218111261007482,27654.33378302245,7.503569444926749,15.0,8.309163439554249,0,0,7.770774677397353
86,0.9225377891752125,27676.133675256373,7.556915415021772,15.0,8.434667529095888,0,0,7.770774677397353
87,0.9232442149512415,27697.326448537246,7.610324756231697,15.0,8.560320708326309,0,0,7.770774677397353
88,0.9239303747710789,27717.911243132367,7.6637816422160565,15.0,8.686085743496681,0,0,7.770774677397353
89,0.9245962459822085,27737.887379466254,7.7172702325458395,15.0,8.811925367712862,0,0,7.770774677397353
90,0.9252418119440664,27757.254358321992,7.770774677397353,15.0,8.937802291978345,0,0,7.770774677397353
91,0.9258670620329726,27776.01186098918,7.824279122248866,15.0,9.06367921624383,0,0,7.770774677397353
92,0.9264719916452786,27794.159749358358,7.877767712578648,15.0,9.189518840460007,0,0,7.770774677397353
93,0.9270566021987315,27811.698065961948,7.931224598563008,15.0,9.315283875630382,0,0,7.770774677397353
94,0.9276209011320545,27828.627033961635,7.984633939772932,15.0,9.440937054860802,0,0,7.770774677397353
95,0.9281649019027416,27844.94705708225,8.037979909867955,15.0,9.56644114440244,0,0,7.770774677397353
96,0.9286886239830711,27860.65871949213,8.091246701285836,15.0,9.69175895468497,0,0,7.770774677397353
97,0.9291920928543344,27875.76278563003,8.144418529926686,15.0,9.81685335133662,0,0,7.770774677397353
98,0.9296753399992861,27890.260199978584,8.197479639830135,15.0,9.941687266187909,0,0,7.770774677397353
99,0.9301384028928148,27904.152086784445,8.25041430784417,15.0,10.066223708255727,0,0,7.770774677397353
