tick,basin_frac,basin_level_ml,dc_total_draw_ml,community_received_ml,farm_total_received_ml,community_complaints,active_cap,total_dc_capacity_ml
0,0.801716186830659,24051.48560491977,4.807859366497494,15.0,3.700748263227706,0,0,8.011862457298323
1,0.8034322159507282,24102.96647852185,4.809520997095864,15.0,3.709373894231906,0,0,8.011862457298323
2,0.8051476445997612,24154.429337992835,4.81213155058108,15.0,3.7229254448005493,0,0,8.011862457298323
3,0.8068620301952437,24205.860905857313,4.815690253389806,15.0,3.7413988993167333,0,0,8.011862457298323
4,0.8085749304637414,24257.24791391224,4.820196051001595,15.0,3.764788783697194,0,0,8.011862457298323
5,0.8102859035719536,24308.57710715861,4.825647608251373,15.0,3.793088167014397,0,0,8.011862457298323
6,0.8119945082576396,24359.83524772919,4.832043309725072,15.0,3.826288663550315,0,0,8.011862457298323
7,0.8137003039603727,24411.009118811184,4.839381260238314,15.0,3.864380435281299,0,0,8.011862457298323
8,0.8154028509520892,24462.085528562675,4.847659285397997,15.0,3.907352194793294,0,0,8.011862457298323
9,0.817101710467388,24513.05131402164,4.856874932246612,15.0,3.9551912086265535,0,0,8.011862457298323
10,0.818796444833547,24563.89334500641,4.867025469989105,15.0,4.007883301048827,0,0,8.011862457298323
11,0.8204866176002149,24614.59852800645,4.878107890802082,15.0,4.06541285825594,0,0,8.011862457298323
12,0.8221717936687409,24665.153810062227,4.890118910725072,15.0,4.127762832998507,0,0,8.011862457298323
13,0.8238515394211032,24715.546182633097,4.903054970633656,15.0,4.1949147496333845,0,0,8.011862457298323
14,0.8255254228484005,24765.762685452013,4.916912237294101,15.0,4.266848709598417,0,0,8.011862457298323
15,0.8271930136788643,24815.79041036593,4.931686604499227,15.0,4.343543397308806,0,0,8.011862457298323
16,0.8288538835053592,24865.616505160775,4.947373694285178,15.0,4.424976086473375,0,0,8.011862457298323
17,0.8305076059123274,24915.228177369823,4.963968858228695,15.0,4.511122646828866,0,0,8.011862457298323
18,0.8321537566021464,24964.612698064393,4.981467178824545,15.0,4.601957551290248,0,0,8.011862457298323
19,0.8337919135208566,25013.757405625696,4.999863470942695,15.0,4.697453883514953,0,0,8.011862457298323
20,0.8354216569832252,25062.649709496756,5.019152283364764,15.0,4.797583345878761,0,0,8.011862457298323
21,0.8370425697971086,25111.277093913257,5.0393279003993445,15.0,4.902316267861002,0,0,8.011862457298323
22,0.8386542373870743,25159.62712161223,5.060384343575683,15.0,5.011621614836576,0,0,8.011862457298323
23,0.8402562479172497,25207.687437517492,5.082315373415234,15.0,5.12546699727217,0,0,8.011862457298323
24,0.8418481924133572,25255.445772400715,5.105114491280542,15.0,5.243818680323978,0,0,8.011862457298323
25,0.8434296648839021,25302.889946517065,5.128774941300943,15.0,5.36664159383408,0,0,8.011862457298323
26,0.8450002624404774,25350.007873214323,5.153289712374456,15.0,5.493899342722464,0,0,8.011862457298323
27,0.8465595854171474,25396.787562514422,5.178651540245344,15.0,5.625554217771687,0,0,8.011862457298323
28,0.848107237488878,25443.21712466634,5.204852909656654,15.0,5.761567206800933,0,0,8.011862457298323
29,0.8496428257889757,25489.28477366927,5.2318860565771566,15.0,5.901898006226143,0,0,8.011862457298323
30,0.8511659610255036,25534.978830765107,5.259742970502,15.0,6.046505033002865,0,0,8.011862457298323
31,0.8526762575966356,25580.287727899067,5.288415396826382,15.0,6.19534543694819,0,0,8.011862457298323
32,0.8541733337049195,25625.200011147586,5.317894839291582,15.0,6.348375113438188,0,0,8.011862457298323
33,0.8556568114704117,25669.704344112353,5.348172562502583,15.0,6.505548716477068,0,0,8.011862457298323
34,0.857126317042651,25713.78951127953,5.379239594516547,15.0,6.666819672134164,0,0,8.011862457298323
35,0.8585814807114382,25757.44442134315,5.411086729501408,15.0,6.832140192344796,0,0,8.011862457298323
36,0.8600219370163903,25800.65811049171,5.443704530463753,15.0,7.001461289070927,0,0,8.011862457298323
37,0.8614473248552332,25843.419745656996,5.477083332045206,15.0,7.1747327888173436,0,0,8.011862457298323
38,0.8628572875908045,25885.718627724134,5.511213243386487,15.0,7.3519033474991655,0,0,8.011862457298323
39,0.8642514731567329,25927.544194701986,5.5460841510582775,15.0,7.5329204656562,0,0,8.011862457298323
40,0.8656295341617628,25968.886024852884,5.581685722058063,15.0,7.717730504009669,0,0,8.011862457298323
41,0.8669911279926944,26009.73383978083,5.61800740687201,15.0,7.906278699356684,0,0,8.011862457298323
42,0.8683359169159065,26050.077507477195,5.65503844260102,15.0,8.098509180797757,0,0,8.011862457298323
43,0.8696635681774351,26089.907045323052,5.692767856150014,15.0,8.29436498629256,0,0,8.011862457298323
44,0.870973754101575,26129.21262304725,5.731184467479489,15.0,8.493788079539023,0,0,8.011862457298323
45,0.8722661521879774,26167.984565639323,5.7702768929184085,15.0,8.696719367170697,0,0,8.011862457298323
46,0.8735404452072139,26206.213356216416,5.810033548537434,15.0,8.903098716267458,0,0,8.011862457298323
47,0.8747963212947779,26243.88963884334,5.850442653581483,15.0,9.112864972174126,0,0,8.011862457298323
48,0.8760334740434977,26281.00422130493,5.891492233960635,15.0,9.325955976621954,0,0,8.011862457298323
49,0.8772516025943303,26317.54807782991,5.933170125798299,15.0,9.542308586147438,0,0,8.011862457298323
50,0.8784504117255135,26353.512351765406,5.9754639790356405,15.0,9.761858690803109,0,0,8.011862457298323
51,0.8796296119400463,26388.888358201388,6.01836126109117,15.0,9.98454123315468,0,0,8.011862457298323
52,0.8807889195514723,26423.66758654417,6.061849260574416,15.0,10.210290227558966,0,0,8.011862457298323
53,0.8819280567679432,26457.841703038295,6.105915091052581,15.0,10.43903877971686,0,0,8.011862457298323
54,0.8830467517745338,26491.402553236014,6.150545694869079,15.0,10.670719106495568,0,0,8.011862457298323
55,0.884144738813787,26524.34216441361,6.195727847012791,15.0,10.905262556014186,0,0,8.011862457298323
56,0.8852217582644633,26556.6527479339,6.241448159036925,15.0,11.142599627986765,0,0,8.011862457298323
57,0.886277556718472,26588.32670155416,6.287693083026303,15.0,11.382659994316722,0,0,8.011862457298323
58,0.8873118870559621,26619.356611678864,6.334448915611902,15.0,11.625372519936587,0,0,8.011862457298323
59,0.8883245085185487,26649.73525555646,6.381701802031451,15.0,11.870665283886858,0,0,8.011862457298323
60,0.8893151867806549,26679.455603419647,6.429437740234904,15.0,12.11846560062772,0,0,8.011862457298323
61,0.8902836940189478,26708.510820568434,6.477642585033545,15.0,12.368700041577354,0,0,8.011862457298323
62,0.8912298089798472,26736.894269395416,6.5263020522915145,15.0,12.621294456870409,0,0,8.011862457298323
63,0.8921533170450882,26764.599511352644,6.575401723158508,15.0,12.876173997330197,0,0,8.011862457298323
64,0.8930540102953166,26791.6203088595,6.624927048342388,15.0,13.133263136648127,0,0,8.011862457298323
65,0.8939316875717008,26817.950627151025,6.674863352420459,15.0,13.392485693763785,0,0,8.011862457298323
66,0.8947861545355387,26843.58463606616,6.72519583818811,15.0,13.653764855439016,0,0,8.011862457298323
67,0.8956172237258446,26868.516711775337,6.775909591043543,15.0,13.917023199019347,0,0,8.011862457298323
68,0.8964247146148981,26892.741438446945,6.826989583407295,15.0,14.182182715375996,0,0,8.011862457298323
69,0.8972084536617386,26916.25360985216,6.878420679175231,15.0,14.449164832021655,0,0,8.011862457298323
